0.0001 1.5404e-02,1.6982e-02,1.7828e-02,2.4125e-02,1.1733e-02,1.2316e-02
0.001 1.4645e-02,1.4700e-02,1.6260e-02,2.2691e-02,1.4066e-02,1.4331e-02
0.003 1.5033e-02,1.5949e-02,1.7218e-02,2.1979e-02,1.5096e-02,1.4065e-02
0.01 1.7217e-02,1.8661e-02,1.5328e-02,2.4689e-02,1.8169e-02,1.9489e-02
0.03 3.0431e-02,2.7212e-02,2.1789e-02,2.4749e-02,2.9293e-02,2.4543e-02
0.1 8.6880e-02,5.5595e-02,5.1996e-02,3.9187e-02,8.7647e-02,4.4411e-02
0.3 2.2887e-01,1.3587e-01,1.3771e-01,1.0169e-01,2.1989e-01,1.2474e-01
1.0 3.7461e-01,3.1552e-01,2.7273e-01,2.7255e-01,3.3512e-01,2.3795e-01
